question,answer
"آیا امکان اصلاح سررسید پس از صدور ضمانتنامه ارزی وجود دارد؟","بله، پس از اخذ مدارک مورد نیاز، امکان پذیر می باشد."
"آیا ضمانتنامه ارزی می تواند به زبان فارسی تنظیم گردد؟","بله، صدور ضمانتنامه به زبان فارسی امکان پذیر می باشد."
"آیا انواع ضمانتنامه ارزی مطابق با آیین نامه تضمین معاملات دولتی در اداره ضمانتنامه های خارجی صادر می گردد؟","بله، صدور انواع ضمانتنامه بر اساس آیین نامه تضمین معاملات دولتی امکان پذیر می باشد."
"آیا متون ضمانتنامه های ارزی دارای انعطاف است؟","بله، تا جایی که بر خلاف قوانین بانک مرکزی ج.ا.ا. و دستورالعمل های این بانک نباشد، متن ضمانتنامه ارزی قابل انعطاف و ویرایش است به نحوی که منافع طرفین ضمانتنامه و بانک حفظ گردد."
"نحوه اخذ تأیید اصالت ضمانتنامه ارزی چگونه است؟","برای کافرمایان ایرانی از طریق ورود به سایت اینترنتی بانک تجارت (TEJARATBANK.IR) از مسیر استعلام ضمانتنامه ها و سپس استعلام ضمانتنامه ارزی، تأیید اصالت ضمانتنامه ارزی از طریق وارد نمودن شماره ضمانتنامه و کد/شناسه ملی ذینفع امکان پذیر است. همچنین جهت کافرمایان خارجی با صدور نامه کتبی این اداره، اصالت ضمانتنامه ارزی تأیید می گردد."
"آیا امکان اخذ گواهی لاتین در خصوص حد اعتباری مشتریان جهت ارائه به کارفرمای ضمانتنامه ارزی وجود دارد؟","بله، بنا به درخواست مشتری و پس از اخذ استعلام از شعبه ریالی صدور نامه مذکور امکان پذیر است."
"آیا امکان صدور ضمانتنامه ریالی به زبان انگلیسی وجود دارد؟","بله، در صورت درخواست ضمانتنامه ریالی با متن انگلیسی، شرکت متقاضی می بایست مدارک مورد نیاز را از طریق شعبه ریالی مربوطه به این اداره ارسال نماید."
"در ضمانتنامه های ارزی صادره تحت مقررات URDG 758 ، محل قانون حاکم بر ضمانتنامه کجاست؟","قانون حاکم، محل اداره بانک ضامن است که ضمانتنامه را صادر نموده مگر اینکه در ضمانتنامه طور دیگری مقرر شده باشد."
"در ضمانتنامه های ارزی صادره تحت مقررات URDG 758 ، مرجع صلاحیت دار در خصوص بروز اختلافات مابین بانک ضامن و ذینفع کدام است؟","کلیه اختلافات مابین بانک ضامن و ذینفع در مورد ضمانتنامه منحصراً توسط دادگاه صلاحیت دار محل اداره بانک ضامنی که ضمانتنامه را صادر کرده، حل و فصل می شود، مگر اینکه در ضمانتنامه طور دیگری مقرر شده باشد."
"مراحل تمدید ضمانتنامه ریالی به زبان انگلیسی در بانک تجارت به چه صورت است؟","ذینفع قبل از سررسید و با توجه به متن ضمانتنامه اقدام به ارسال درخواست تمدید به شعبه صادر کننده ضمانتنامه نموده و پس از اعلام مراتب توسط شعبه ریالی به اداره ضمانتنامه های خارجی، نسبت به تهیه الحاقیه تمدید ضمانتنامه به زبان انگلیسی اقدام می گردد."
"سررسید ضمانتنامه های ارزی عندالمطالبه بانکی و میزان تمدید آنها چه مدت می باشد؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. تعیین سررسید ضمانتنامه ها (بجز ضمانتنامه های شرکت در مناقصه) حداکثر یکسال از تاریخ صدور و قابل تمدید حداکثر برای دوره های یکساله است. همچنین حداکثر مدت زمان اعتبار ضمانتنامه های شرکت در مناقصه، شش ماه از تاریخ برگزاری مناقصه و قابل تمدید حدکثر برای یک دوره سه ماه می باشد."
"آیا امکان پرداخت کارمزد ها به ارز و از حساب ارزی مشتریان وجود دارد؟","بله، مشتریان با معرفی حساب ارزی خود میتوانند مبالغ مورد نیاز را به صورت ارز پرداخت نمایند."
"ضمانتنامه ها از نظر ماهیت حقوقی به چند دسته تقسیم می شوند؟","-ضمانتنامه تبعی -ضمانتنامه مستقل (عندالمطالبه)، که ضمانتنامه های بانکی فقط از نوع اخیر می باشند."
"ضمانتنامه تبعی و ضمانتنامه مستقل (عندالمطالبه) چه تفاوتی با یکدیگر دارند؟","تفاوت این دو نوع ضمانتنامه در رابطه ای است که در تعهد اولیه و تعهد ثانویه (تعهد کل) وجود دارد. بدین معنا که در ضمانتنامه تبعی، تعهدات بانک ضامن تابع تعهد اولیه است اما در ضمانتنامه مستقل تعهد بانک ضامن مستقل از تعهد اولیه صرفاً تابع شرایط مندرج در متن ضمانتنامه است."
"متون ضمانتنامه های صادره توسط بانک تجارت به چه زبان هایی صادر می گردند؟","متن ضمانتنامه های این بانک به دو زبان فارسی و انگلیسی صادر می گردند. شایان ذکر است در صورتیکه مدارک مربوطه ارائه شده به زبان غیر انگلیسی باشد، ارائه ترجمه رسمی الزامی می باشد."
"ضمانتنامه از چه زمانی صادر شده تلقی می گردد؟","هنگامی که ضمانتنامه از از کنترل بانک ضامن (بانک) خارج شود، صادر شده تلقی می گردد."
"وظایف متقاضی ضمانتنامه در قبال بانک بانک ضامن متقابل چیست؟","-تامین و ارائه وثایق مورد نیاز جهت صدور ضمانتنامه متقابل توسط بانک تجارت -تأمین و پرداخت کارمزد، هزینه ها و وجه ضمانتنامه (در صورت مطالبه وجه توسط بانک بانک ضامن)"
"تاریخ انقضا در ضمانتنامه به چه معناست؟","به معنی تاریخی است که در ضمانتنامه مشخص شده و باید در آن تاریخ و یا قبل از آن ارائه مدارک صورت گیرد."
"آیا تمدید ضمانتنامه پس از سررسید امکانپذیر می باشد؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. تقاضاي تمدید پس از سررسيد به منزله تقاضاي صدور ضمانتنامه جدید تلقی شده و انجام كليه مراحل مربوط به صدور ضمانتنامه از جمله ارزیابی اعتباري دستوردهنده و ضمانتخواه و اخذ شماره جدید از درگاه خدمات الكترونيك طبق مقررات مذکور الزامی است."
