question,answer
" آیا امتیاز تراکنش های انجام شده همان لحظه در سایت نمایش داده می شود؟","امتیازات بعد از 72 ساعت و با استعلام موفقیت تراکنش از بانک در حساب کاربری باشگاه لحاظ می شود."
" چگونه می توانم در زیر گروه عضو شوم؟","این فرایند توسط کاربر انجام نمی گیرد، بلکه با رایزنی مدیران مؤسسات، سازمان و یا نهادها با باشگاه مشتریان و معرفی لیستی از پرسنل امکان پذیر می باشد."
" تفاوت امتیازات باشگاهی و امتیازات جشنواره در چیست؟","امتیازات جشنواره ها در دوران فعالیت جشنواره محاسبه شده و محدود به همان جشنواره است. این امتیازات پس از قرعه کشی و اهدای جوایز از بین خواهد رفت ولی امتیازات باشگاه در حساب کاربری باقی مانده و باعث تغییرات نشان امتیازی خواهد شد."
" چگونه میتوانم امتیازات حاصل از تراکنش های خود را دریافت کنم؟","پس از هربار انجام تراکنش های بانکی تا پایان ماه فرصت دارید با مراجعه به بخش دریافت امتیازات این ماه مقدار امتیاز خود را دریافت کنید."
" چگونه می توانم در زیر گروه عضو شوم؟","این فرایند توسط کاربر انجام نمی گیرد، بلکه با رایزنی مدیران مؤسسات، سازمان و یا نهادها با باشگاه مشتریان و معرفی لیستی از پرسنل امکان پذیر می باشد."
"چگونه میتوانم کوپن های دریافت شده از تخفیف ها را مشاهده کنم؟","پس از ورود به حساب کاربری خود، از منوی سمت راست روی گزینه  کوپن و امتیازات من کلیک نموده و وارد قسمت  کوپن ها  شوید. در این قسمت می توانید اطلاعات تمامی کوپن های دریافتی از لیست تخفیفات را مشاهده نمائید."
"با چه شماره واتس آپ می توانم با باشگاه مشتریان بانک تجارت ارتباط برقرار نمایم ؟ ","شماره اختصاصی واتس اپ  : 09397784697 می باشد . "
"آدرس اینستاگرام باشگاه مشتریان بانک تجارت چیست ؟ ","از آدرس مقابل : tejarat_Club"
"تخفیفات و پاداش های باشگاه مشتریان بانک تجارت شامل چند گروه می باشد ؟ ","آنلاین - استانی - سازمانی - بسته های پاداش - سبد جایزه "
"جشنواره‌های باشگاه مشتریان بانک تجارت را چگونه مشاهده نماییم ؟ ","از سایت  باشگاه مشتریان بانک تجارت به آدرس اینرنتی   club.tejaratbank.ir  و منوی جشنواره ها  قابل مشاهده می باشد . "
"نحوه فعال سازی رمز پویا  از طرق مختلف چگونه است؟ ","فعال سازی به روش  ذیل صورت میگیرد :1) با داشتن رمز دوم ثابت اینترنتی  و شماره گیری کد دستوری و انتخاب گزینه ثبت نام 2)همراه بانک تجارت:  از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال و سپس کپی شماره سریال و پس از آن ورود به همراز و انتخاب درگاه کارت  و جاگذاری شماره سریال در همراز و ثبت شماره 16 رقمی کارت در قسمت مربوطه و ثبت  عنوان دلخواه و در نهایت مشاهده کلید فعالسازی و در نهایت زدن گزینه ثبت و تأیید 3)خودپرداز:انتخاب گزینه ی فعال سازی رمز پویا (همراز )،دریافت رسید تراکنش ،ارسال شماره سریال ثبت شده در رسید به سرشماره 20007300"
"همراز چگونه نرم افزاری می باشد ؟"," اپلیکیشن  تولید  رمزهای یکبار مصــرف یا پویا  (OTP)برای استفاده در  رمز دوم کارت، رمز درگاه‌های بانکداری اینترنتی و همراه بانک تجارت همراز نام دارد . "
"برنامه همراز را ازچه سایتی دانلود کنم ؟","مراجعه به سایت اصلی بانک تجارت به نشانی اینترنتی   tejaratbank.ir"
"چگونه  رمز پویای کارت  را در همراز  فعال نماییم ؟ ","در صورتی که  رمز پویا را از خودپرداز فعال کرده اید می بایست شماره سریال و کلید فعالسازی را در همراز مستقیما وارد نمایید و در صورتی که می خواهید از همراه بانک فعالسازی انجام دهید  , گزینه خدمات /خدمات رمز پویا /پویای کارتی /تایید شماره موبایل /نمایش شماره سریال /کپی شماره سریال /  انتخاب درگاه کارت  /ورود عنوان دلخواه /ورود شماره 16 رقمی کارت /ورود شماره سریال و پس از نمایش کلید فعالسازی /گزینه ثبت و تأیید "
